,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PromptInput,CustomerFeedback,feedback_length,sentiment
3484,0811-gsdtp,female,0,no,yes,13,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,30.15,382.2,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 13 months
contract type: month-to-month
monthly charges: $30.15
internet service: dsl
payment method: electronic check","i have been a customer with this dsl internet service provider for 13 months now and i am very satisfied with their service. the monthly charges are affordable at $30.15 and i appreciate the convenience of the electronic check payment method. i have not experienced any issues with my internet connection and have not had any reason to consider switching providers. overall, i am happy with the service and would recommend it to others.",436,0.2625
3485,7567-ecmcm,male,0,no,no,24,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),79.85,2001.0,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 24 months
contract type: month-to-month
monthly charges: $79.85
internet service: fiber optic
payment method: credit card (automatic)","i have been a customer with this company for 24 months now and i am extremely satisfied with the service i have received. the fiber optic internet service has been reliable and fast, allowing me to stream videos and work from home without any interruptions. the automatic credit card payment method is convenient and hassle-free. the monthly charges of $79.85 are reasonable for the quality of service i am receiving. overall, i have no complaints and no plans to churn. highly recommend this company for their excellent internet service.",538,0.34333333333333327
3486,6115-ztbfq,female,0,yes,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),65.5,4919.7,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: two year
monthly charges: $65.5
internet service: dsl
payment method: bank transfer (automatic)",i have been a loyal customer with this internet provider for over six years now and i have never experienced any issues with my service. the automatic bank transfer payment method makes it easy for me to stay on top of my bills without having to worry about late payments. the dsl internet service is reliable and the monthly charges are very reasonable. i would highly recommend this provider to anyone looking for a dependable internet service.,446,0.14095238095238097
3487,6353-brmma,female,0,yes,yes,54,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),104.1,5645.8,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 54 months
contract type: month-to-month
monthly charges: $104.1
internet service: fiber optic
payment method: bank transfer (automatic)","i have been a customer with this company for over 4 years now and i have been extremely satisfied with their service. the fiber optic internet service is fast and reliable, and i have never experienced any downtime. the automatic bank transfer payment method is convenient and hassle-free. although the monthly charges are on the higher side at $104.1, i believe the quality of service justifies the cost. overall, i have no complaints and would highly recommend this company to others.",486,0.11833333333333333
3488,6680-wkxrz,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.4,215.8,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 3 months
contract type: month-to-month
monthly charges: $74.4
internet service: fiber optic
payment method: bank transfer (automatic)","i recently switched to this fiber optic internet service provider three months ago on a month-to-month contract. the monthly charges of $74.4 seemed reasonable at first. however, i have experienced constant disruptions in my service and slow speeds. despite setting up automatic bank transfers for payment, i am considering churning because the service quality does not meet my expectations. i hope the provider can improve their reliability and speed to retain customers like me in the future.",494,0.056249999999999994
3489,6231-wfgfh,male,0,yes,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.5,77.6,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 4 months
contract type: month-to-month
monthly charges: $20.5
internet service: no
payment method: mailed check","i have been a customer with this company for 4 months now and i am pleased to say that i have had no issues with churning. the month-to-month contract option works well for me and i find the monthly charges of $20.5 to be reasonable. however, i do not use their internet service so i cannot comment on that aspect. i prefer to pay by mailed check and have had no problems with this method. overall, i am satisfied with my experience as a customer so far.",454,0.13333333333333333
3490,9904-ehevj,female,1,yes,yes,32,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,mailed check,91.35,2896.55,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 32 months
contract type: month-to-month
monthly charges: $91.35
internet service: fiber optic
payment method: mailed check","i have been a loyal customer of this service provider for over 2 and a half years now and i have been very satisfied with the fiber optic internet service they provide. the monthly charges of $91.35 are reasonable for the quality of service i receive. i appreciate the option to pay by mailing a check as it is convenient for me. overall, i have had a positive experience with this company and i would recommend them to others looking for reliable internet service.",465,0.20732323232323233
3491,7028-dvoiq,male,1,no,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.05,3395.8,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 35 months
contract type: month-to-month
monthly charges: $99.05
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for 35 months, but unfortunately i have decided to churn. while the fiber optic internet service was reliable and fast, i found the monthly charges of $99.05 to be too expensive for the value i was receiving. additionally, the electronic check payment method was convenient, but i would have appreciated more flexibility in contract options. overall, i was satisfied with the service provided, but ultimately decided to switch to a more affordable option.",496,0.09999999999999999
3492,6169-ppetc,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.5,759.35,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 35 months
contract type: two year
monthly charges: $20.5
internet service: no
payment method: bank transfer (automatic)","i have been a customer with this company for 35 months now and i have been very satisfied with their service. the monthly charges are very reasonable at $20.5 and i appreciate the convenience of automatic bank transfer for payment. even though i do not have internet service with them, i have had no issues with any other aspect of their service. i would definitely recommend this company to others.",399,0.19625
3493,4208-uffgw,male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.95,85.15,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 2 months
contract type: month-to-month
monthly charges: $44.95
internet service: dsl
payment method: mailed check","i recently switched to this internet provider two months ago, opting for a month-to-month contract with dsl service at $44.95 per month. unfortunately, i have decided to churn and discontinue my service. the main reason for this decision is the slow and unreliable internet connection. i have experienced frequent outages and slow speeds, which has been frustrating. additionally, i find the payment method of mailing a check to be inconvenient compared to other providers who offer online payment options. overall, i was not satisfied with the service and will be looking for a different internet provider.",607,-0.10833333333333334
3494,8584-kmvxd,female,0,no,no,8,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,75.6,535.55,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 8 months
contract type: month-to-month
monthly charges: $75.6
internet service: fiber optic
payment method: electronic check","""i have been a customer for 8 months now and have been very satisfied with the fiber optic internet service provided. the speeds are consistently fast and reliable. i appreciate the convenience of the electronic check payment method and the flexibility of the month-to-month contract. the monthly charges of $75.6 are reasonable for the quality of service i am receiving. overall, i have had a positive experience with this provider and have no plans to churn in the near future.""",480,0.19675324675324676
3495,8467-wynsr,male,0,no,no,22,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed check,55.1,1253.15,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 22 months
contract type: month-to-month
monthly charges: $55.1
internet service: dsl
payment method: mailed check","i have been a customer with this dsl internet service provider for 22 months now and i am overall satisfied with the service. the monthly charges of $55.1 are reasonable for the speed and reliability of the internet connection. i appreciate the flexibility of the month-to-month contract as it allows me to make changes as needed. the option to pay by mailed check is convenient for me and i have not experienced any issues with billing or payments. overall, i have had a positive experience with this company and have no plans to switch providers.",548,0.08787878787878788
3496,0851-dfjkb,female,0,no,no,15,yes,no,dsl,yes,no,yes,yes,no,no,month-to-month,no,electronic check,58.95,955.15,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 15 months
contract type: month-to-month
monthly charges: $58.95
internet service: dsl
payment method: electronic check","i have been a customer with this company for 15 months now and i have had a great experience so far. the month-to-month contract is convenient for me and the monthly charges of $58.95 for dsl internet service are reasonable. i appreciate being able to pay with electronic check, as it is quick and easy. overall, i have had no issues with the service and i am happy to continue with this provider.",397,0.39583333333333337
3497,5382-soyzl,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,2162.6,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 22 months
contract type: month-to-month
monthly charges: $95.1
internet service: fiber optic
payment method: electronic check","""i have been a customer with this company for 22 months now and i have been extremely satisfied with the service. the fiber optic internet is fast and reliable, and the monthly charges of $95.1 are reasonable for the quality of service provided. i appreciate being able to pay with electronic check, as it is convenient and hassle-free. overall, i have had no complaints and have no plans to churn in the near future.""",418,0.21428571428571427
3498,9448-reevd,male,0,yes,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),44.7,44.7,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $44.7
internet service: dsl
payment method: credit card (automatic)","i recently signed up for dsl internet service with this provider on a month-to-month contract. unfortunately, after just one month of service, i decided to churn and switch to a different provider. the monthly charges of $44.7 were reasonable, but i found the internet speeds to be inconsistent and unreliable. additionally, i had issues with the automatic credit card payment method, as there were billing errors that took time and effort to resolve. overall, i was not satisfied with the service and would not recommend it to others.",535,-0.09166666666666667
3499,3261-cqxol,female,0,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.45,1813.35,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 71 months
contract type: two year
monthly charges: $25.45
internet service: no
payment method: bank transfer (automatic)","""i have been a customer with this company for over 6 years now and i have been very satisfied with the service. the automatic bank transfer for payment makes it so convenient and hassle-free. even though i don't have internet service with them, i still find the monthly charges of $25.45 to be very reasonable. overall, i have had a positive experience and have no plans to churn.""",381,0.2843181818181818
3500,8388-fynpz,male,0,no,no,4,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,electronic check,56.75,245.15,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 4 months
contract type: month-to-month
monthly charges: $56.75
internet service: dsl
payment method: electronic check","""i have been a customer with this dsl internet service provider for 4 months now and i am really satisfied with the service. the monthly charges of $56.75 are reasonable for the speed and reliability of the internet connection. i appreciate the convenience of paying through electronic check and the flexibility of the month-to-month contract. overall, i have had a positive experience and have no complaints. i would recommend this provider to others looking for reliable internet service.""",491,0.2318181818181818
3501,4002-bqwpq,male,0,no,no,25,yes,yes,dsl,yes,yes,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),81.75,2028.8,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 25 months
contract type: month-to-month
monthly charges: $81.75
internet service: dsl
payment method: bank transfer (automatic)",i have been a customer with this internet service provider for 25 months now and i am very satisfied with the overall service. the monthly charges are reasonable at $81.75 and i appreciate the convenience of automatic bank transfers for payment. the dsl internet service has been reliable and i have not experienced any issues with connectivity. i am happy to say that i have not considered switching providers and will continue to stay with them for the foreseeable future.,474,0.20833333333333334
3502,5651-ylprd,female,0,yes,yes,32,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,86.1,2723.75,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 32 months
contract type: month-to-month
monthly charges: $86.1
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for over 2 and a half years and have been very satisfied with the service. the fiber optic internet is fast and reliable, and i have had no issues with connectivity. the monthly charges are reasonable for the quality of service provided. i appreciate the convenience of paying with electronic check. overall, i have no complaints and would recommend this company to others.",414,0.17666666666666667
3503,2826-dxlqo,male,1,yes,no,7,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),29.8,220.45,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 7 months
contract type: month-to-month
monthly charges: $29.8
internet service: dsl
payment method: bank transfer (automatic)","i have been a customer with this dsl internet service provider for 7 months now and i am very satisfied with the service. the monthly charges are affordable at $29.8 and the automatic bank transfer payment method is convenient for me. i have had no issues with the service so far and i appreciate the flexibility of the month-to-month contract. overall, i would highly recommend this provider to others.",403,0.2275
3504,4378-bzyfp,male,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.5,365.8,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 17 months
contract type: one year
monthly charges: $20.5
internet service: no
payment method: mailed check","i have been a customer with this company for 17 months now and have been satisfied with the service overall. the monthly charges are affordable at $20.5 and i appreciate the option to pay by mailed check. however, i do not use the internet service offered by the company so i cannot comment on that aspect. overall, i have had no issues with the service and am happy to continue as a customer.",393,0.325
3505,9489-utfka,male,1,yes,no,8,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),60.9,551.95,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 8 months
contract type: month-to-month
monthly charges: $60.9
internet service: dsl
payment method: bank transfer (automatic)","i have been a customer with this dsl internet provider for 8 months now on a month-to-month contract. the automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $60.9. i have not experienced any issues with the service, so i have not had any reason to consider churning to a different provider. overall, i am satisfied with the reliability and consistency of the internet service provided.",429,-0.08
3506,4849-pyrlq,female,1,no,no,56,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,bank transfer (automatic),73.25,4054.2,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 56 months
contract type: two year
monthly charges: $73.25
internet service: dsl
payment method: bank transfer (automatic)","""i have been a customer with this company for 56 months now and have been very satisfied with the service. the dsl internet service has been reliable and the monthly charges of $73.25 are reasonable for the quality of service provided. the automatic bank transfer payment method is convenient and hassle-free. overall, i have no complaints and have no intention of churning in the near future.""",394,0.07500000000000001
3507,9117-shlzx,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.7,45.7,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $45.7
internet service: dsl
payment method: mailed check","i recently switched to this internet provider and unfortunately had to cancel after only one month of service. the dsl connection was slow and unreliable, making it difficult to work from home and stream videos. the monthly charges of $45.7 were reasonable, but the service quality did not justify the cost. additionally, having to mail a check for payment was inconvenient and outdated. i would not recommend this provider for anyone looking for a reliable and efficient internet service.",489,-0.2625
3508,9889-tmahg,male,1,no,no,8,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,no,credit card (automatic),100.3,832.35,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 8 months
contract type: month-to-month
monthly charges: $100.3
internet service: fiber optic
payment method: credit card (automatic)","i recently cancelled my service with this company after 8 months of being a customer. the monthly charges of $100.3 were reasonable for the fiber optic internet service i received. i appreciated the convenience of automatic credit card payments. ultimately, i decided to switch providers for a better deal.",306,0.18
3509,4541-rmrlg,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.25,112.3,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 7 months
contract type: month-to-month
monthly charges: $19.25
internet service: no
payment method: electronic check","i recently cancelled my service with this company after 7 months of being a customer on a month-to-month contract. the monthly charges of $19.25 were reasonable, however, i was disappointed to find out that internet service was not included in my plan. additionally, i found the payment method of electronic check to be inconvenient and would have preferred more options. overall, i was not satisfied with my experience and decided to switch to a different provider.",466,-0.11249999999999999
3510,7764-bdpee,male,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.85,60.65,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 3 months
contract type: month-to-month
monthly charges: $20.85
internet service: no
payment method: mailed check","i have been a customer with this company for 3 months now and i am quite satisfied with the service. the monthly charges are affordable at $20.85 and i appreciate the flexibility of the month-to-month contract. even though i do not have internet service with this provider, i am happy with the payment method of mailing a check. overall, i have had a positive experience and have no plans to churn.",398,0.38181818181818183
3511,3429-iflem,female,0,no,no,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),77.35,5550.1,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 71 months
contract type: two year
monthly charges: $77.35
internet service: dsl
payment method: credit card (automatic)",i have been a loyal customer with this company for over 6 years now and i have never experienced any issues with my service or billing. i appreciate the convenience of the automatic credit card payment option and the affordable monthly charges for my dsl internet service. i have no plans to switch providers anytime soon. thank you for the reliable service!,358,-0.08333333333333334
3512,3158-moerk,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.0,174.8,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 2 months
contract type: month-to-month
monthly charges: $96.0
internet service: fiber optic
payment method: electronic check","""i recently switched to this internet provider for their fiber optic service, but after just 2 months, i decided to cancel. the monthly charges of $96 were reasonable, but i found the service to be inconsistent and unreliable. the payment method of electronic check was convenient, but ultimately i was not satisfied with the overall experience. i ended up churning and switching to a different provider for better service.""",424,-0.0062500000000000056
3513,7294-tmaop,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.55,90.55,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $90.55
internet service: fiber optic
payment method: electronic check","i recently switched to this internet service provider and unfortunately had to cancel after only one month. the fiber optic internet service was fast and reliable, but i found the monthly charges of $90.55 to be too expensive for my budget. i also had issues with the electronic check payment method, as it was not as convenient as i had hoped. overall, i was satisfied with the service itself, but the cost and payment method ultimately led me to churn.",454,-0.037500000000000006
3514,5002-gcqfh,male,0,yes,no,49,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),93.85,4733.1,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 49 months
contract type: month-to-month
monthly charges: $93.85
internet service: fiber optic
payment method: bank transfer (automatic)","i have been a loyal customer for almost 4 years now and have been very satisfied with the fiber optic internet service provided by this company. the automatic bank transfer payment method makes it convenient for me to pay my monthly bill without any hassle. even though the monthly charges are a bit on the higher side at $93.85, the reliable and fast internet service makes it worth it. overall, i have no complaints and would highly recommend this company to others.",468,0.2704761904761905
3515,0556-fjegu,male,0,no,no,58,yes,no,dsl,no,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),70.1,4048.95,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 58 months
contract type: two year
monthly charges: $70.1
internet service: dsl
payment method: bank transfer (automatic)","i have been a customer with this dsl internet service provider for 58 months now and i have been very satisfied with the service. the monthly charges of $70.1 are reasonable and the automatic bank transfer payment method makes it convenient for me to pay my bills on time. the two year contract has not been a problem for me as i have no plans to switch providers. overall, i have had no issues with the service and would recommend it to others.",445,0.2833333333333334
3516,8919-fyfqz,male,1,yes,no,44,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,30.35,1359.7,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 44 months
contract type: month-to-month
monthly charges: $30.35
internet service: dsl
payment method: electronic check","i have been a customer with this company for over 3 years now, and i have been generally satisfied with the service. the monthly charges are affordable at $30.35 and i appreciate the convenience of the electronic check payment method. however, i recently decided to switch providers due to better offers in my area. overall, i had a good experience with this company during my time as a customer.",396,0.23928571428571427
3517,0604-thjfp,female,0,yes,yes,59,yes,no,dsl,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),75.95,4542.35,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 59 months
contract type: two year
monthly charges: $75.95
internet service: dsl
payment method: credit card (automatic)","i have been a customer with this company for almost five years now and i have been very satisfied with the service. the dsl internet service has been reliable and the monthly charges of $75.95 are reasonable for the quality of service i receive. i appreciate the convenience of automatic credit card payments and have never had any issues with billing. overall, i have no complaints and would recommend this company to others.",426,0.2833333333333334
3518,2834-jrtua,male,0,no,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,108.05,7532.15,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 71 months
contract type: two year
monthly charges: $108.05
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for over 6 years, and i have been generally satisfied with their service. however, i recently decided to switch providers due to finding a better deal elsewhere. the monthly charges of $108.05 were on the higher side, and i felt like i could get a better value for my money elsewhere. the fiber optic internet service was reliable and fast, but ultimately the cost was the deciding factor in my decision to churn. i appreciated the convenience of paying with electronic check, but in the end, i had to prioritize finding a more affordable option for my internet service. overall, i had a positive experience with this company, but the cost was the main reason for my decision to leave.",726,0.2245337995337995
3519,5875-ypqfj,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.9,69.9,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $69.9
internet service: fiber optic
payment method: electronic check","""i recently signed up for fiber optic internet with this provider on a month-to-month contract. unfortunately, after just one month, i decided to cancel due to some issues with the service. the monthly charges of $69.90 were reasonable, but i found that the internet speed was not as consistent as i had hoped for. additionally, i had some issues with the electronic check payment method. overall, i was not completely satisfied with the service and ultimately decided to churn. i would recommend potential customers to thoroughly research and possibly try out the service before committing to a contract.""",606,-0.042499999999999996
3520,5879-sesnb,female,0,no,no,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.25,888.65,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 11 months
contract type: month-to-month
monthly charges: $75.25
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for 11 months now and i am very satisfied with the service. the fiber optic internet is fast and reliable, and the monthly charges of $75.25 are reasonable for the quality of service i am receiving. i appreciate the convenience of paying with electronic check and have had no issues with billing or payments. overall, i have no complaints and am happy to continue with this month-to-month contract.",439,0.37
3521,6646-qvxlr,male,1,yes,no,62,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,103.75,6383.35,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 62 months
contract type: one year
monthly charges: $103.75
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for over five years and have always been satisfied with the service. however, i recently decided to switch providers due to a better promotional offer from a competitor. the monthly charges were a bit high for me, but the fiber optic internet service was reliable and fast. i appreciated the convenience of paying with an electronic check. overall, i had a positive experience with this company and would recommend them to others.",471,0.1846969696969697
3522,6461-ppaxn,female,0,yes,yes,35,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,bank transfer (automatic),54.95,1916.0,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 35 months
contract type: one year
monthly charges: $54.95
internet service: dsl
payment method: bank transfer (automatic)","i have been a customer with this dsl internet service provider for 35 months now and i have been very satisfied with the service. the monthly charges of $54.95 are reasonable and the fact that i have been able to set up automatic bank transfers for payment has made things very convenient for me. the one-year contract type has also worked well for me as i have not had any issues that would make me want to switch providers. overall, i would highly recommend this provider to others looking for reliable and affordable dsl internet service.",541,0.285
3523,3318-isqfq,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),19.5,413.0,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 20 months
contract type: month-to-month
monthly charges: $19.5
internet service: no
payment method: bank transfer (automatic)","i have been a customer of this service provider for 20 months now, and i have been very satisfied with the service. the month-to-month contract type has been convenient for me, and the automatic bank transfer payment method makes it easy to pay my monthly charges of $19.5. although i do not have internet service with this provider, i have had no issues with the service and have not experienced any reason to consider churning. overall, i am happy with my experience as a customer.",483,0.16388888888888892
3524,1106-hrlkz,male,0,yes,yes,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,808.95,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 40 months
contract type: two year
monthly charges: $19.6
internet service: no
payment method: mailed check","i have been a customer of this company for 40 months now and i have not experienced any issues with their service. the monthly charges are very affordable at $19.6 and i appreciate the option to pay by mailed check. while i do not have internet service with this company, i am satisfied with the overall experience and have no plans to churn.",342,0.075
3525,2483-xssmz,female,0,no,no,39,yes,no,dsl,yes,no,no,no,no,no,one year,yes,electronic check,47.85,1886.4,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 39 months
contract type: one year
monthly charges: $47.85
internet service: dsl
payment method: electronic check","i have been a customer with this company for almost 3 years now and i have been very satisfied with the service. the dsl internet service has been reliable and the monthly charges are reasonable at $47.85. i appreciate the convenience of the electronic check payment method. overall, i have had no issues with the service and have no plans to churn in the near future.",368,0.19
3526,8603-ijwdn,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.6,86.6,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $86.6
internet service: fiber optic
payment method: electronic check","i recently signed up for a month-to-month fiber optic internet service with a monthly charge of $86.60. unfortunately, after only one month, i decided to cancel due to some unforeseen circumstances. the payment method through electronic check was convenient and easy to manage. overall, the service was reliable and fast during my short tenure. however, i would have liked more flexibility in terms of contract options to better suit my needs.",443,0.1462121212121212
3527,8165-zjrnm,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.75,1679.25,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: two year
monthly charges: $23.75
internet service: no
payment method: bank transfer (automatic)","i have been a customer with this company for 6 years now and have been very satisfied with the service. the automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. the monthly charges are very affordable at $23.75, and even though i do not have internet service with them, i have never had any issues with my contract or billing. overall, i am happy with my experience as a long-term customer.",439,0.41250000000000003
3528,9369-xfehk,female,1,yes,no,33,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.6,2656.5,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 33 months
contract type: month-to-month
monthly charges: $80.6
internet service: fiber optic
payment method: bank transfer (automatic)","i have been a customer with this company for over 2 and a half years, and unfortunately, i have decided to cancel my service. while i have been generally satisfied with the fiber optic internet service provided, i have found that the monthly charges of $80.6 are a bit too high for my budget. additionally, i have had some issues with the automatic bank transfer payment method, as there have been a few instances where my payment did not go through smoothly. overall, i have had a decent experience with the service but have ultimately decided to switch to a more affordable option.",583,0.051111111111111114
3529,2604-xvdam,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),43.8,540.95,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 12 months
contract type: month-to-month
monthly charges: $43.8
internet service: dsl
payment method: bank transfer (automatic)",i have been a customer with this dsl internet service provider for the past 12 months on a month-to-month contract. i have been very satisfied with the service overall. the monthly charges of $43.8 are reasonable for the speed and reliability of the internet connection. the automatic bank transfer payment method is convenient and hassle-free. i have not experienced any issues with the service and have no plans to switch providers. i would recommend this internet service to others looking for a reliable and affordable option.,530,0.040000000000000015
3530,3717-ofrtn,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.75,19.75,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 1 months
contract type: month-to-month
monthly charges: $19.75
internet service: no
payment method: bank transfer (automatic)","i have been a customer with this company for just one month and so far i am pleased with the service. the month-to-month contract option is convenient for me as i am not locked into a long-term commitment. the monthly charges are affordable at $19.75 and the automatic bank transfer payment method makes it easy to ensure my bill is paid on time. the only downside is that internet service is not included in my plan, but overall i am satisfied with my experience so far.",471,0.23333333333333334
